subject_name,news_text,sentiment,impact_strength,mention_focus
Норильский никель,Новости о дивидендах способствовали росту акций Норильский никель на 3.4%. Публикация данных о дивидендах вызвала положительную реакцию на рынке.,0.81,0.05,0.68
Сегежа,"Сегежа фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Торговые объемы на бирже были выше средних за последние три месяца. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",-0.52,0.97,0.11
Русал,Акции Русал оставались стабильными несмотря на волатильность на мировых рынках. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Отчетность компании превзошла консенсус-прогнозы аналитиков. Публикация данных о дивидендах вызвала положительную реакцию на рынке.,0.94,0.81,0.88
Позитив,"Аналитики отмечают устойчивость Позитив на фоне волатильности индекса МосБиржи, бумаги изменились на 10.96%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.86,0.95,0.84
МТС,Акции МТС оставались стабильными несмотря на волатильность на мировых рынках. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Торговые объемы на бирже были выше средних за последние три месяца.,-0.12,0.18,0.62
Яндекс,Акции Яндекс оставались стабильными несмотря на волатильность на мировых рынках. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. На фоне геополитической неопределенности инвесторы проявляют осторожность. А,0.88,0.42,0.77
М.Видео,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции М.Видео, потерявшие 6.71%. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Отчетность компании превзошла консенсус-прогнозы аналитиков.",-0.49,0.47,0.95
ВТБ,На фоне публикации сильного отчета за 2024 год акции ВТБ показали рост на 0.66%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.,0.42,0.41,0.87
МегаФон,"Несмотря на сильную отчетность, акции МегаФон снизились на 7.43%, что связано с общим настроением на рынке. На фоне геополитической неопределенности инвесторы проявляют осторожность. Торговые объемы на бирже были выше средних за последние три месяца.",-0.02,0.77,0.96
Делимобиль,"Несмотря на сильную отчетность, акции Делимобиль снизились на 14.89%, что связано с общим настроением на рынке. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Несмотря на сильную отчетность, акции Делимобиль снизились на 14.89%, что с",-0.17,0.83,0.63
ИКС 5,"Несмотря на сильную отчетность, акции ИКС 5 снизились на 2.77%, что связано с общим настроением на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами. На фоне геополитической неопределенности инвесторы проявля",0.12,0.58,0.73
ВУШ,"ВУШ фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Торговые объемы на бирже были выше средних за последние три месяца. Отчетность к",0.18,0.33,0.22
Новатэк,"Аналитики отмечают устойчивость Новатэк на фоне волатильности индекса МосБиржи, бумаги изменились на 7.84%. Отчетность компании превзошла консенсус-прогнозы аналитиков. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.97,0.84,0.93
Магнит,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Магнит, акции которой потеряли 13.46%. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Публикация данных о дивидендах вызвала положит",-0.93,0.2,0.68
Магнит,"Несмотря на сильную отчетность, акции Магнит снизились на 5.09%, что связано с общим настроением на рынке. Торговые объемы на бирже были выше средних за последние три месяца. Отчетность компании превзошла консенсус-прогнозы аналитиков. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",0.84,0.34,0.95
МегаФон,Новости о дивидендах способствовали росту акций МегаФон на 2.46%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.,0.51,0.31,0.84
Позитив,На фоне публикации сильного отчета за 2022 год акции Позитив показали рост на 14.06%. На фоне геополитической неопределенности инвесторы проявляют осторожность. Эксперты предупреждают о возможной фиксации прибыли ин,0.69,0.34,0.94
ПИК,"Несмотря на сильную отчетность, акции ПИК снизились на 10.17%, что связано с общим настроением на рынке. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. На фоне геополитической неопределенности инвесторы проявляют осторожность.",-0.89,0.41,0.61
Роснефть,"По итогам всех сессий бумаги Роснефть выросли на 6.55%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Торговые объемы на бирже были выше средних за последние три месяца.",0.35,0.5,0.73
Татнефть,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Татнефть, акции которой потеряли 0.67%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",-0.69,0.49,0.88
Газпром,"Несмотря на сильную отчетность, акции Газпром снизились на 13.48%, что связано с общим настроением на рынке. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",-0.18,0.69,0.89
Инарктика,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Инарктика, акции которой потеряли 13.87%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Отчетность компании превзошла консенсус-прогнозы аналитиков.",-0.96,0.78,0.68
Сегежа,"Несмотря на сильную отчетность, акции Сегежа снизились на 0.79%, что связано с общим настроением на рынке. Торговые объемы на бирже были выше средних за последние три месяца. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",-0.96,0.61,0.91
Ozon,На фоне публикации сильного отчета за 2022 год акции Ozon показали рост на 9.39%. На фоне геополитической неопределенности инвесторы проявляют осторожность. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. На фоне публикации сильно,-0.82,0.5,0.96
Норильский никель,"Норильский никель фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Отчетность компании превзошла консенсус-прогнозы аналитиков. На фоне геополитической неопределенности инвесторы проявляют осторожность. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",-0.35,0.51,0.26
Яндекс,"Яндекс фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Торговые объемы на бирже были выше средних за последние три месяца. Отчетность компании превзошла консенсус-прогнозы аналитиков. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Яндекс фигурировала в обзоре рынка, од",0.32,0.66,0.11
СПБ Биржа,"СПБ Биржа фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели.",-0.94,0.5,0.31
Яндекс,"Аналитики отмечают устойчивость Яндекс на фоне волатильности индекса МосБиржи, бумаги изменились на 8.21%. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",0.09,0.33,0.68
Сбербанк,Новости о дивидендах способствовали росту акций Сбербанк на 5.89%. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Отчетность компании превзошла консенсус-прогнозы аналитиков.,0.38,0.75,0.81
Новатэк,"Новатэк упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Эксперты предупреждают о возможной фиксации при",0.14,0.1,0.11
МегаФон,"Новости о дивидендах способствовали росту акций МегаФон на 12.45%. Торговые объемы на бирже были выше средних за последние три месяца. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.56,0.46,0.65
Транснефть,Акции Транснефть оставались стабильными несмотря на волатильность на мировых рынках. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Торговые объемы на бирже были выше средних за последние три месяца. Торговые объемы на бирже были выше средних за последние три месяца.,0.69,0.24,0.67
Новатэк,"Несмотря на сильную отчетность, акции Новатэк снизились на 5.58%, что связано с общим настроением на рынке. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Отчетность компании превзошла консенсус-прогнозы аналитиков. На фоне геополитической неопределенности инвесторы проявляют осторожность.",0.57,0.81,0.61
Ozon,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Ozon, акции которой потеряли 3.09%. Отчетность компании превзошла консенсус-прогнозы аналитиков. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",-0.83,0.36,0.71
Инарктика,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Инарктика, акции которой потеряли 6.28%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Инвесторы позитивно отреагировали на инициативы по повыш",-0.89,0.24,0.97
Новатэк,"Несмотря на сильную отчетность, акции Новатэк снизились на 14.26%, что связано с общим настроением на рынке. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.3,0.53,0.74
Газпром,"Газпром упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Торговые объемы на бирже были выше средних за последние три месяца. Отчетность компании превзошла консенсус-прогнозы аналитиков. Торговые объемы",0.85,0.55,0.17
Роснефть,"По итогам всех сессий бумаги Роснефть выросли на 5.55%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.89,0.98,0.62
Норильский никель,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Норильский никель, акции которой потеряли 6.81%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Отчетность компании превзошла консенсус-прогнозы аналитиков. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",-0.96,0.37,0.8
Аэрофлот,Акции Аэрофлот оставались стабильными несмотря на волатильность на мировых рынках. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Отчетность компании превзошла консенсус-прогнозы аналитиков. Отчетность компании превзошла консенсус-прогнозы аналитиков.,0.04,0.67,0.75
ПИК,На фоне публикации сильного отчета за 2023 год акции ПИК показали рост на 12.48%. На фоне геополитической неопределенности инвесторы проявляют осторожность. Торговые объемы на бирже были выше средних за последние три месяца. Отчетность компании превзошла консенсус-прогнозы аналитиков.,0.8,0.76,0.62
Лента,"Несмотря на сильную отчетность, акции Лента снизились на 6.8%, что связано с общим настроением на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Отчетность компании превзошла консенсус-прогнозы аналитиков.",0.4,0.41,0.64
ФосАгро,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая ФосАгро, акции которой потеряли 2.55%. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Аналитики предполагают возможность дальнейшего роста акци",-0.36,0.21,0.85
Русал,На фоне публикации сильного отчета за 2023 год акции Русал показали рост на 2.62%. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Торговые объемы на бирже были выше средних за последние три месяца.,0.54,0.72,0.6
Новатэк,На фоне публикации сильного отчета за 2022 год акции Новатэк показали рост на 13.98%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.,0.65,0.75,0.83
СПБ Биржа,"По итогам всех сессий бумаги СПБ Биржа выросли на 6.45%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",-0.31,0.82,0.79
Позитив,"Несмотря на сильную отчетность, акции Позитив снизились на 11.08%, что связано с общим настроением на рынке. Торговые объемы на бирже были выше средних за последние три месяца.",0.79,0.31,0.68
Аэрофлот,"Несмотря на сильную отчетность, акции Аэрофлот снизились на 13.71%, что связано с общим настроением на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Несмотря на сильную отчетность, акции Аэрофлот",0.07,0.56,0.64
Хэдхантер,"Новости о дивидендах способствовали росту акций Хэдхантер на 0.92%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",0.51,0.87,0.65
Делимобиль,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Делимобиль, потерявшие 13.02%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.99,0.94,0.91
Русал,"Русал фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.97,0.08,0.34
Лукойл,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Лукойл, потерявшие 9.99%. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",-0.55,0.02,0.85
Русал,"Акции Русал оставались стабильными несмотря на волатильность на мировых рынках. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.43,0.87,0.74
Юнипро,"Несмотря на сильную отчетность, акции Юнипро снизились на 5.04%, что связано с общим настроением на рынке. Отчетность компании превзошла консенсус-прогнозы аналитиков.",0.11,0.74,0.79
Сбербанк,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Сбербанк, потерявшие 6.55%. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Отчетность компании превзошла консенсус-прогнозы аналитиков.",-0.63,0.43,0.99
Транснефть,"По итогам всех сессий бумаги Транснефть выросли на 14.04%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизне",0.56,0.31,0.76
Газпром,"Несмотря на сильную отчетность, акции Газпром снизились на 10.82%, что связано с общим настроением на рынке. Торговые объемы на бирже были выше средних за последние три месяца. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.41,0.45,1.0
АЛРОСА,На фоне публикации сильного отчета за 2024 год акции АЛРОСА показали рост на 4.92%. Отчетность компании превзошла консенсус-прогнозы аналитиков. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели.,-0.84,0.94,0.74
Аэрофлот,"Аэрофлот упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Торговые объемы на бирже были выше средних за последние три месяца. Аэрофлот упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание ан",0.99,0.19,0.2
Ozon,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Ozon, потерявшие 13.44%. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Отчетность компании превзошла консенсус-прогнозы аналитиков. Несмотря на позитивные отчеты, общая рыночная конъ",-0.43,0.51,0.92
Норильский никель,"Несмотря на сильную отчетность, акции Норильский никель снизились на 12.08%, что связано с общим настроением на рынке. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Торговые объемы на бирже были выше средних за последние три месяца.",0.64,0.51,0.91
ЦИАН,На фоне публикации сильного отчета за 2024 год акции ЦИАН показали рост на 2.47%. Отчетность компании превзошла консенсус-прогнозы аналитиков. На фоне публикации сильного отчета за 2024 г,0.36,0.79,0.93
Инарктика,"Аналитики отмечают устойчивость Инарктика на фоне волатильности индекса МосБиржи, бумаги изменились на 9.12%. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Отчетность компании превзошла консенсус-прогнозы аналитиков. Аналитики отмечают устойчивость Инарктика на фоне волатильности",0.38,0.41,0.96
АЛРОСА,"АЛРОСА фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. АЛРОСА фигурировала в обзоре рынка, однако основной",0.32,0.37,0.35
Татнефть,Акции Татнефть оставались стабильными несмотря на волатильность на мировых рынках. Публикация данных о дивидендах вызвала положительную реакцию на рынке.,0.2,0.42,0.75
Роснефть,"Роснефть фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. На фоне геополитической неопределенности инвесторы проявляют осторожность.",0.53,0.39,0.1
Сегежа,"Сегежа упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Отчетность компании превзошла консенсус-прогнозы аналитиков. Торговые объемы на бирже были выше средних за последние три месяца.",0.1,0.67,0.2
Магнит,На фоне публикации сильного отчета за 2023 год акции Магнит показали рост на 1.38%. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Публикация данных о дивидендах вызвала положительную реакцию на ры,1.0,0.95,0.81
Яндекс,"Яндекс фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",0.62,0.44,0.14
Юнипро,Акции Юнипро оставались стабильными несмотря на волатильность на мировых рынках. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.,0.57,0.43,0.61
ВТБ,"Аналитики отмечают устойчивость ВТБ на фоне волатильности индекса МосБиржи, бумаги изменились на 1.9%. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",-0.57,0.16,0.95
Лента,"По итогам всех сессий бумаги Лента выросли на 8.65%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Публикация данных о дивидендах вызвала положительную реакцию на рынке. На фоне геополитической неопределенности инвесторы проявляют осторожность. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.55,0.51,0.64
Хэдхантер,"Несмотря на сильную отчетность, акции Хэдхантер снизились на 13.01%, что связано с общим настроением на рынке. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Э",-0.83,0.48,0.76
Яндекс,"Яндекс фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Публикация данных о дивидендах вызвала",-0.81,0.57,0.3
Магнит,"Новости о дивидендах способствовали росту акций Магнит на 1.99%. На фоне геополитической неопределенности инвесторы проявляют осторожность. Торговые объемы на бирже были выше средних за последние три месяца. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Аналитики предполагают возможность дальнейшег",0.77,0.3,0.77
ЦИАН,"На фоне публикации сильного отчета за 2023 год акции ЦИАН показали рост на 12.43%. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Торговые объемы на бирже были выше средних за последние три месяца. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Падение цен на нефть продолжает оказывать давление на нефтяной секто",-0.69,0.96,0.62
Лукойл,"Лукойл фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. На фоне геополитической неопределенности инвесторы проявляют осторожность. Отчетность компании превзошла консенсус-прогнозы аналитиков. Торговые объемы на бирже были выше средних за последние три месяца. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.67,0.78,0.36
Лента,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Лента, потерявшие 14.49%. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.31,0.4,0.87
Хэдхантер,"Хэдхантер фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Торговые объемы на бирже были выше средних за последние три месяца. На фоне геополитической неопределенности инвесторы проявляют осторожность.",0.06,0.35,0.3
Лента,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Лента, потерявшие 12.98%. На фоне геополитической неопределенности инвесторы проявляют осторожность. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели.",-0.32,0.29,0.85
